,model,rt,error,size_condition,cat_condition,rand_condition,block_type
0,0,0.7694514,0.0,s_ma,c_ma,c_ms,blocked
1,0,1.4534671,1.0,s_ma,c_ma,c_ma,blocked
2,0,0.55876386,0.0,s_ma,c_ma,c_ms,blocked
3,0,1.2361803,0.0,s_ma,c_ma,c_ms,blocked
4,0,0.8718025,1.0,s_ms,c_ma,c_ms,blocked
5,0,1.3024693,1.0,s_ms,c_ma,c_ma,blocked
6,0,0.47178417,1.0,s_ms,c_ma,c_ma,blocked
7,0,0.9217303,1.0,s_ms,c_ma,c_ms,blocked
8,0,0.75588965,0.0,s_ms,c_ma,c_ma,blocked
9,0,1.0340408,0.0,s_ma,c_ms,c_ma,blocked
10,0,0.74800676,0.0,s_ma,c_ms,c_ms,blocked
11,0,0.9690871,0.0,s_ma,c_ms,c_ms,blocked
12,0,0.9070684,0.0,s_ma,c_ms,c_ma,blocked
13,0,0.38602597,1.0,s_ma,c_ms,c_ma,blocked
14,0,0.39752805,1.0,s_ms,c_ms,c_ms,blocked
15,0,1.5676167,0.0,s_ms,c_ms,c_ma,blocked
16,0,1.0528185,1.0,s_ms,c_ms,c_ms,blocked
17,0,0.36341444,1.0,s_ms,c_ms,c_ma,blocked
18,0,0.7357485,0.0,s_ms,c_ms,c_ms,blocked
19,0,0.87842405,0.0,s_ma,c_ma,c_ms,blocked
20,0,0.08877858,1.0,s_ma,c_ma,c_ms,blocked
21,0,0.9765882,0.0,s_ma,c_ma,c_ma,blocked
22,0,0.8880696,0.0,s_ma,c_ma,c_ma,blocked
23,0,0.56503886,0.0,s_ms,c_ma,c_ma,blocked
24,0,0.7331818,1.0,s_ms,c_ma,c_ms,blocked
25,0,0.84224284,1.0,s_ms,c_ma,c_ms,blocked
26,0,1.1234916,0.0,s_ms,c_ma,c_ma,blocked
27,0,1.9945472,1.0,s_ms,c_ma,c_ms,blocked
28,0,1.5430094,1.0,s_ma,c_ms,c_ms,blocked
29,0,0.8209739,1.0,s_ma,c_ms,c_ma,blocked
30,0,0.56521857,1.0,s_ma,c_ms,c_ma,blocked
31,0,0.19234034,1.0,s_ma,c_ms,c_ms,blocked
32,0,0.33750317,0.0,s_ma,c_ms,c_ms,blocked
33,0,0.19734287,1.0,s_ms,c_ms,c_ma,blocked
34,0,0.51002985,0.0,s_ms,c_ms,c_ms,blocked
35,0,0.04047935,0.0,s_ms,c_ms,c_ma,blocked
36,0,0.55264586,0.0,s_ms,c_ms,c_ms,blocked
37,0,0.42606255,1.0,s_ms,c_ms,c_ma,blocked
38,0,1.5025772,0.0,s_ma,c_ma,c_ma,blocked
39,0,0.86035705,0.0,s_ma,c_ma,c_ms,blocked
40,0,0.72350687,0.0,s_ma,c_ma,c_ms,blocked
41,0,0.52870876,1.0,s_ma,c_ma,c_ms,blocked
42,0,0.36044443,0.0,s_ms,c_ma,c_ms,blocked
43,0,2.1392355,1.0,s_ms,c_ma,c_ma,blocked
44,0,0.2760768,0.0,s_ms,c_ma,c_ma,blocked
45,0,0.21065074,1.0,s_ms,c_ma,c_ms,blocked
46,0,0.8746129,1.0,s_ms,c_ma,c_ma,blocked
47,0,2.151943,1.0,s_ma,c_ms,c_ma,blocked
48,0,0.6234286,0.0,s_ma,c_ms,c_ms,blocked
49,0,1.0053236,0.0,s_ma,c_ms,c_ms,blocked
50,0,0.9975034,0.0,s_ma,c_ms,c_ma,blocked
51,0,0.34530795,0.0,s_ma,c_ms,c_ma,blocked
52,0,2.1125894,1.0,s_ms,c_ms,c_ms,blocked
53,0,1.4363477,0.0,s_ms,c_ms,c_ma,blocked
54,0,0.8540362,0.0,s_ms,c_ms,c_ms,blocked
55,0,0.9918293,0.0,s_ms,c_ms,c_ma,blocked
56,0,1.6136168,0.0,s_ms,c_ms,c_ms,blocked
57,0,1.3652674,0.0,s_ma,c_ma,c_ms,blocked
58,0,2.2823887,0.0,s_ma,c_ma,c_ma,blocked
59,0,0.9178371,1.0,s_ma,c_ma,c_ms,blocked
60,0,1.3683648,1.0,s_ma,c_ma,c_ma,blocked
61,0,1.1187536,0.0,s_ms,c_ma,c_ma,blocked
62,0,0.9464576,0.0,s_ms,c_ma,c_ms,blocked
63,0,0.43363175,0.0,s_ms,c_ma,c_ms,blocked
64,0,0.47477034,1.0,s_ms,c_ma,c_ma,blocked
65,0,1.4075232,1.0,s_ms,c_ma,c_ms,blocked
66,0,1.6547965,1.0,s_ma,c_ms,c_ms,blocked
67,0,1.8479999,0.0,s_ma,c_ms,c_ma,blocked
68,0,1.5900015,0.0,s_ma,c_ms,c_ma,blocked
69,0,0.8252193,1.0,s_ma,c_ms,c_ms,blocked
70,0,0.67860115,1.0,s_ma,c_ms,c_ms,blocked
71,0,0.29994947,1.0,s_ms,c_ms,c_ma,blocked
72,0,1.817198,1.0,s_ms,c_ms,c_ms,blocked
73,0,0.8303966,0.0,s_ms,c_ms,c_ma,blocked
74,0,0.8401048,0.0,s_ms,c_ms,c_ms,blocked
75,0,1.1331513,0.0,s_ms,c_ms,c_ma,blocked
76,0,0.37665746,0.0,s_ma,c_ma,c_ms,blocked
77,0,1.2503179,1.0,s_ma,c_ma,c_ma,blocked
78,0,1.1213994,0.0,s_ma,c_ma,c_ms,blocked
79,0,1.7192292,0.0,s_ma,c_ma,c_ma,blocked
80,0,1.1947576,1.0,s_ms,c_ma,c_ma,blocked
81,0,1.077532,1.0,s_ms,c_ma,c_ms,blocked
82,0,0.0777171,0.0,s_ms,c_ma,c_ms,blocked
83,0,1.5660458,0.0,s_ms,c_ma,c_ma,blocked
84,0,1.8607715,0.0,s_ms,c_ma,c_ms,blocked
85,0,1.9873164,0.0,s_ma,c_ms,c_ms,blocked
86,0,0.68483406,0.0,s_ma,c_ms,c_ma,blocked
87,0,0.94230425,0.0,s_ma,c_ms,c_ma,blocked
88,0,1.2680008,0.0,s_ma,c_ms,c_ms,blocked
89,0,0.79529774,0.0,s_ma,c_ms,c_ms,blocked
90,0,0.49944875,0.0,s_ms,c_ms,c_ma,blocked
91,0,0.41036043,1.0,s_ms,c_ms,c_ms,blocked
92,0,0.5378924,0.0,s_ms,c_ms,c_ma,blocked
93,0,1.1601561,1.0,s_ms,c_ms,c_ms,blocked
94,0,1.0877111,0.0,s_ms,c_ms,c_ma,blocked
95,0,1.0355133,0.0,s_ms,c_ma,c_ms,blocked
96,0,1.380629,1.0,s_ms,c_ma,c_ma,blocked
97,0,0.5885487,0.0,s_ms,c_ma,c_ms,blocked
98,0,0.5314878,0.0,s_ms,c_ma,c_ma,blocked
99,0,1.4911294,1.0,s_ms,c_ma,c_ma,blocked
100,0,0.63063574,0.0,s_ma,c_ma,c_ms,blocked
101,0,1.0449542,1.0,s_ma,c_ma,c_ms,blocked
102,0,0.35772416,1.0,s_ma,c_ma,c_ma,blocked
103,0,1.3462542,0.0,s_ma,c_ma,c_ms,blocked
104,0,0.76459175,0.0,s_ms,c_ms,c_ms,blocked
105,0,0.59990644,0.0,s_ms,c_ms,c_ma,blocked
106,0,0.08010777,0.0,s_ms,c_ms,c_ma,blocked
107,0,1.2815851,1.0,s_ms,c_ms,c_ms,blocked
108,0,0.19062981,1.0,s_ms,c_ms,c_ms,blocked
109,0,0.6120913,0.0,s_ma,c_ms,c_ma,blocked
110,0,1.0471127,0.0,s_ma,c_ms,c_ms,blocked
111,0,1.1028687,0.0,s_ma,c_ms,c_ma,blocked
112,0,0.38136017,0.0,s_ma,c_ms,c_ms,blocked
113,0,0.40481526,0.0,s_ma,c_ms,c_ma,blocked
114,0,0.74052477,0.0,s_ms,c_ma,c_ma,blocked
115,0,1.9230711,1.0,s_ms,c_ma,c_ms,blocked
116,0,0.61489075,1.0,s_ms,c_ma,c_ma,blocked
117,0,0.84675467,0.0,s_ms,c_ma,c_ms,blocked
118,0,0.73639554,0.0,s_ms,c_ma,c_ms,blocked
119,0,0.3071357,0.0,s_ma,c_ma,c_ms,blocked
120,0,0.70590633,0.0,s_ma,c_ma,c_ma,blocked
121,0,1.0555313,0.0,s_ma,c_ma,c_ms,blocked
122,0,0.7327647,0.0,s_ma,c_ma,c_ma,blocked
123,0,1.3196447,1.0,s_ms,c_ms,c_ma,blocked
124,0,0.5611284,0.0,s_ms,c_ms,c_ms,blocked
125,0,0.101625144,0.0,s_ms,c_ms,c_ms,blocked
126,0,1.330025,1.0,s_ms,c_ms,c_ma,blocked
127,0,0.35002694,1.0,s_ms,c_ms,c_ma,blocked
128,0,1.0554545,0.0,s_ma,c_ms,c_ms,blocked
129,0,0.8405321,0.0,s_ma,c_ms,c_ma,blocked
130,0,1.4070675,0.0,s_ma,c_ms,c_ms,blocked
131,0,0.11624893,0.0,s_ma,c_ms,c_ma,blocked
132,0,0.69285035,1.0,s_ma,c_ms,c_ms,blocked
133,0,2.2618182,1.0,s_ms,c_ma,c_ma,blocked
134,0,0.43789533,1.0,s_ms,c_ma,c_ms,blocked
135,0,0.87714773,1.0,s_ms,c_ma,c_ma,blocked
136,0,0.7793718,1.0,s_ms,c_ma,c_ms,blocked
137,0,1.2017239,0.0,s_ms,c_ma,c_ms,blocked
138,0,1.8005528,0.0,s_ma,c_ma,c_ms,blocked
139,0,1.6410601,0.0,s_ma,c_ma,c_ma,blocked
140,0,0.61372,0.0,s_ma,c_ma,c_ms,blocked
141,0,1.583013,0.0,s_ma,c_ma,c_ma,blocked
142,0,1.6913387,0.0,s_ms,c_ms,c_ma,blocked
143,0,0.74243975,0.0,s_ms,c_ms,c_ms,blocked
144,0,1.3869915,0.0,s_ms,c_ms,c_ms,blocked
145,0,0.8006755,0.0,s_ms,c_ms,c_ma,blocked
146,0,0.31013,1.0,s_ms,c_ms,c_ma,blocked
147,0,1.6235833,0.0,s_ma,c_ms,c_ms,blocked
148,0,0.61360955,0.0,s_ma,c_ms,c_ma,blocked
149,0,0.49381417,0.0,s_ma,c_ms,c_ms,blocked
150,0,1.3860337,0.0,s_ma,c_ms,c_ma,blocked
151,0,1.1130731,0.0,s_ma,c_ms,c_ms,blocked
152,0,0.11548087,0.0,s_ms,c_ma,c_ms,blocked
153,0,0.7327042,0.0,s_ms,c_ma,c_ma,blocked
154,0,0.9486245,1.0,s_ms,c_ma,c_ms,blocked
155,0,0.9117224,1.0,s_ms,c_ma,c_ma,blocked
156,0,0.6274253,1.0,s_ms,c_ma,c_ma,blocked
157,0,1.2159708,0.0,s_ma,c_ma,c_ma,blocked
158,0,0.6002395,0.0,s_ma,c_ma,c_ms,blocked
159,0,1.232398,0.0,s_ma,c_ma,c_ms,blocked
160,0,0.6422281,1.0,s_ma,c_ma,c_ms,blocked
161,0,0.43069506,0.0,s_ms,c_ms,c_ms,blocked
162,0,1.8726454,0.0,s_ms,c_ms,c_ma,blocked
163,0,0.8867801,1.0,s_ms,c_ms,c_ma,blocked
164,0,1.5351975,0.0,s_ms,c_ms,c_ms,blocked
165,0,1.0666628,1.0,s_ms,c_ms,c_ms,blocked
166,0,0.43414086,0.0,s_ma,c_ms,c_ma,blocked
167,0,2.3704321,0.0,s_ma,c_ms,c_ms,blocked
168,0,0.32734334,0.0,s_ma,c_ms,c_ma,blocked
169,0,1.0035222,0.0,s_ma,c_ms,c_ms,blocked
170,0,1.5656822,0.0,s_ma,c_ms,c_ma,blocked
171,0,1.4809115,0.0,s_ms,c_ma,c_ma,blocked
172,0,1.3274912,0.0,s_ms,c_ma,c_ms,blocked
173,0,0.87844896,0.0,s_ms,c_ma,c_ma,blocked
174,0,2.2741694,0.0,s_ms,c_ma,c_ms,blocked
175,0,0.3864489,0.0,s_ms,c_ma,c_ms,blocked
176,0,0.34303105,1.0,s_ma,c_ma,c_ms,blocked
177,0,1.6435456,0.0,s_ma,c_ma,c_ma,blocked
178,0,0.8631066,0.0,s_ma,c_ma,c_ma,blocked
179,0,1.0978029,0.0,s_ma,c_ma,c_ms,blocked
180,0,2.261324,0.0,s_ms,c_ms,c_ma,blocked
181,0,0.8254975,1.0,s_ms,c_ms,c_ms,blocked
182,0,1.0340674,1.0,s_ms,c_ms,c_ms,blocked
183,0,1.9220952,0.0,s_ms,c_ms,c_ma,blocked
184,0,0.27875927,1.0,s_ms,c_ms,c_ma,blocked
185,0,0.5845402,0.0,s_ma,c_ms,c_ms,blocked
186,0,0.5278065,0.0,s_ma,c_ms,c_ma,blocked
187,0,0.9284123,1.0,s_ma,c_ms,c_ms,blocked
188,0,1.4362717,0.0,s_ma,c_ms,c_ma,blocked
189,0,0.62718636,0.0,s_ma,c_ms,c_ms,blocked
190,0,0.59401035,1.0,s_ma,c_ms,c_ma,blocked
191,0,0.29506844,1.0,s_ma,c_ms,c_ms,blocked
192,0,1.0987785,0.0,s_ma,c_ms,c_ma,blocked
193,0,1.0316138,0.0,s_ma,c_ms,c_ms,blocked
194,0,0.561876,0.0,s_ma,c_ms,c_ms,blocked
195,0,1.3864741,0.0,s_ms,c_ms,c_ms,blocked
196,0,0.6178719,1.0,s_ms,c_ms,c_ma,blocked
197,0,1.0567214,0.0,s_ms,c_ms,c_ma,blocked
198,0,0.8908583,0.0,s_ms,c_ms,c_ms,blocked
199,0,1.0026416,0.0,s_ms,c_ms,c_ma,blocked
200,0,0.95891154,0.0,s_ma,c_ma,c_ms,blocked
201,0,0.37012702,0.0,s_ma,c_ma,c_ms,blocked
202,0,0.7242993,0.0,s_ma,c_ma,c_ma,blocked
203,0,0.21320555,0.0,s_ma,c_ma,c_ma,blocked
204,0,0.5517515,0.0,s_ms,c_ma,c_ms,blocked
205,0,1.1682813,0.0,s_ms,c_ma,c_ma,blocked
206,0,1.0016085,1.0,s_ms,c_ma,c_ms,blocked
207,0,0.93627477,0.0,s_ms,c_ma,c_ma,blocked
208,0,0.9931539,0.0,s_ms,c_ma,c_ms,blocked
209,0,1.151839,0.0,s_ma,c_ms,c_ms,blocked
210,0,0.8095153,0.0,s_ma,c_ms,c_ma,blocked
211,0,0.68386745,0.0,s_ma,c_ms,c_ms,blocked
212,0,0.7283887,0.0,s_ma,c_ms,c_ma,blocked
213,0,1.0652757,0.0,s_ma,c_ms,c_ma,blocked
214,0,0.1620959,0.0,s_ms,c_ms,c_ma,blocked
215,0,0.17464079,0.0,s_ms,c_ms,c_ms,blocked
216,0,1.3887941,1.0,s_ms,c_ms,c_ms,blocked
217,0,0.50684035,0.0,s_ms,c_ms,c_ma,blocked
218,0,1.0816051,0.0,s_ms,c_ms,c_ms,blocked
219,0,1.0503554,0.0,s_ma,c_ma,c_ms,blocked
220,0,0.92091805,1.0,s_ma,c_ma,c_ma,blocked
221,0,1.2773054,0.0,s_ma,c_ma,c_ms,blocked
222,0,0.3951308,1.0,s_ma,c_ma,c_ms,blocked
223,0,1.6495717,1.0,s_ms,c_ma,c_ma,blocked
224,0,1.5072049,0.0,s_ms,c_ma,c_ms,blocked
225,0,0.49975634,1.0,s_ms,c_ma,c_ma,blocked
226,0,0.35130972,0.0,s_ms,c_ma,c_ms,blocked
227,0,1.3334875,0.0,s_ms,c_ma,c_ma,blocked
228,0,1.1706415,0.0,s_ma,c_ms,c_ms,blocked
229,0,1.1579642,0.0,s_ma,c_ms,c_ma,blocked
230,0,1.0065908,1.0,s_ma,c_ms,c_ms,blocked
231,0,0.4451186,0.0,s_ma,c_ms,c_ma,blocked
232,0,0.8746383,1.0,s_ma,c_ms,c_ma,blocked
233,0,0.7639296,0.0,s_ms,c_ms,c_ma,blocked
234,0,0.78055036,1.0,s_ms,c_ms,c_ms,blocked
235,0,0.9148216,1.0,s_ms,c_ms,c_ms,blocked
236,0,0.7232118,0.0,s_ms,c_ms,c_ma,blocked
237,0,0.4165882,1.0,s_ms,c_ms,c_ms,blocked
238,0,0.7159241,0.0,s_ma,c_ma,c_ms,blocked
239,0,0.42999893,0.0,s_ma,c_ma,c_ma,blocked
240,0,1.2050195,1.0,s_ma,c_ma,c_ms,blocked
241,0,1.9751594,0.0,s_ma,c_ma,c_ms,blocked
242,0,0.3138389,1.0,s_ms,c_ma,c_ma,blocked
243,0,0.20233569,1.0,s_ms,c_ma,c_ms,blocked
244,0,0.442074,0.0,s_ms,c_ma,c_ma,blocked
245,0,0.5993079,1.0,s_ms,c_ma,c_ms,blocked
246,0,1.9198482,0.0,s_ms,c_ma,c_ma,blocked
247,0,0.8202698,0.0,s_ma,c_ms,c_ma,blocked
248,0,1.3053617,1.0,s_ma,c_ms,c_ms,blocked
249,0,0.94885397,1.0,s_ma,c_ms,c_ma,blocked
250,0,1.6734555,0.0,s_ma,c_ms,c_ms,blocked
251,0,1.1709563,1.0,s_ma,c_ms,c_ms,blocked
252,0,0.8098136,0.0,s_ms,c_ms,c_ms,blocked
253,0,1.6774831,0.0,s_ms,c_ms,c_ma,blocked
254,0,0.9928386,1.0,s_ms,c_ms,c_ma,blocked
255,0,0.26420185,1.0,s_ms,c_ms,c_ms,blocked
256,0,0.6967044,1.0,s_ms,c_ms,c_ma,blocked
257,0,1.113159,0.0,s_ma,c_ma,c_ma,blocked
258,0,0.7314663,1.0,s_ma,c_ma,c_ms,blocked
259,0,1.3887292,1.0,s_ma,c_ma,c_ms,blocked
260,0,0.98900485,0.0,s_ma,c_ma,c_ma,blocked
261,0,1.9329568,0.0,s_ms,c_ma,c_ms,blocked
262,0,0.93485284,1.0,s_ms,c_ma,c_ma,blocked
263,0,0.7402067,0.0,s_ms,c_ma,c_ms,blocked
264,0,0.6809151,1.0,s_ms,c_ma,c_ma,blocked
265,0,0.4637829,1.0,s_ms,c_ma,c_ms,blocked
266,0,1.2533658,0.0,s_ma,c_ms,c_ma,blocked
267,0,1.3354101,1.0,s_ma,c_ms,c_ms,blocked
268,0,1.4389428,0.0,s_ma,c_ms,c_ma,blocked
269,0,1.9187286,0.0,s_ma,c_ms,c_ms,blocked
270,0,1.0408028,1.0,s_ma,c_ms,c_ms,blocked
271,0,1.3119013,1.0,s_ms,c_ms,c_ms,blocked
272,0,0.8129819,1.0,s_ms,c_ms,c_ma,blocked
273,0,0.7686949,1.0,s_ms,c_ms,c_ma,blocked
274,0,2.2208004,0.0,s_ms,c_ms,c_ms,blocked
275,0,0.3457286,0.0,s_ms,c_ms,c_ma,blocked
276,0,1.4864202,0.0,s_ma,c_ma,c_ma,blocked
277,0,1.095114,0.0,s_ma,c_ma,c_ms,blocked
278,0,1.7999448,0.0,s_ma,c_ma,c_ms,blocked
279,0,1.1453227,0.0,s_ma,c_ma,c_ma,blocked
280,0,1.3070121,0.0,s_ms,c_ma,c_ms,blocked
281,0,0.92272544,1.0,s_ms,c_ma,c_ma,blocked
282,0,0.35724387,0.0,s_ms,c_ma,c_ms,blocked
283,0,2.3784552,1.0,s_ms,c_ma,c_ma,blocked
284,0,1.4246725,1.0,s_ms,c_ma,c_ms,blocked
285,0,0.8749647,0.0,s_ms,c_ms,c_ms,blocked
286,0,0.6823264,1.0,s_ms,c_ms,c_ma,blocked
287,0,0.9555744,0.0,s_ms,c_ms,c_ms,blocked
288,0,1.3200166,0.0,s_ms,c_ms,c_ma,blocked
289,0,0.45480543,1.0,s_ms,c_ms,c_ma,blocked
290,0,0.8087729,0.0,s_ma,c_ms,c_ma,blocked
291,0,0.9697163,1.0,s_ma,c_ms,c_ms,blocked
292,0,1.3751167,0.0,s_ma,c_ms,c_ms,blocked
293,0,0.40102693,0.0,s_ma,c_ms,c_ma,blocked
294,0,0.45129567,0.0,s_ma,c_ms,c_ms,blocked
295,0,1.257758,1.0,s_ms,c_ma,c_ms,blocked
296,0,2.1783519,1.0,s_ms,c_ma,c_ma,blocked
297,0,1.621785,0.0,s_ms,c_ma,c_ma,blocked
298,0,0.74562466,1.0,s_ms,c_ma,c_ms,blocked
299,0,1.263504,0.0,s_ms,c_ma,c_ms,blocked
300,0,0.7849948,0.0,s_ma,c_ma,c_ms,blocked
301,0,1.1072403,0.0,s_ma,c_ma,c_ma,blocked
302,0,0.76766884,0.0,s_ma,c_ma,c_ms,blocked
303,0,1.6162406,1.0,s_ma,c_ma,c_ma,blocked
304,0,2.1500654,1.0,s_ms,c_ms,c_ma,blocked
305,0,1.4089847,1.0,s_ms,c_ms,c_ms,blocked
306,0,1.3022969,1.0,s_ms,c_ms,c_ma,blocked
307,0,0.32847667,0.0,s_ms,c_ms,c_ms,blocked
308,0,1.7036309,0.0,s_ms,c_ms,c_ms,blocked
309,0,1.1814172,0.0,s_ma,c_ms,c_ms,blocked
310,0,0.362911,1.0,s_ma,c_ms,c_ma,blocked
311,0,0.753788,0.0,s_ma,c_ms,c_ma,blocked
312,0,0.11622123,0.0,s_ma,c_ms,c_ms,blocked
313,0,1.416504,0.0,s_ma,c_ms,c_ma,blocked
314,0,1.4842526,0.0,s_ms,c_ma,c_ma,blocked
315,0,0.80312264,1.0,s_ms,c_ma,c_ms,blocked
316,0,0.9676944,0.0,s_ms,c_ma,c_ms,blocked
317,0,1.0211275,0.0,s_ms,c_ma,c_ma,blocked
318,0,0.40337652,1.0,s_ms,c_ma,c_ma,blocked
319,0,0.49563965,1.0,s_ma,c_ma,c_ms,blocked
320,0,1.7227399,0.0,s_ma,c_ma,c_ms,blocked
321,0,0.2718043,0.0,s_ma,c_ma,c_ma,blocked
322,0,1.1660684,1.0,s_ma,c_ma,c_ms,blocked
323,0,0.917261,0.0,s_ms,c_ms,c_ms,blocked
324,0,1.0623834,0.0,s_ms,c_ms,c_ma,blocked
325,0,0.35079643,1.0,s_ms,c_ms,c_ms,blocked
326,0,0.552159,0.0,s_ms,c_ms,c_ma,blocked
327,0,0.37680525,0.0,s_ms,c_ms,c_ma,blocked
328,0,1.0463024,0.0,s_ma,c_ms,c_ma,blocked
329,0,0.89083856,0.0,s_ma,c_ms,c_ms,blocked
330,0,1.3322741,0.0,s_ma,c_ms,c_ms,blocked
331,0,1.4757233,0.0,s_ma,c_ms,c_ma,blocked
332,0,0.7480691,0.0,s_ma,c_ms,c_ms,blocked
333,0,0.63032895,1.0,s_ms,c_ma,c_ms,blocked
334,0,0.32812196,1.0,s_ms,c_ma,c_ma,blocked
335,0,0.91902936,1.0,s_ms,c_ma,c_ma,blocked
336,0,0.23955485,0.0,s_ms,c_ma,c_ms,blocked
337,0,0.040324748,1.0,s_ms,c_ma,c_ms,blocked
338,0,0.6731764,1.0,s_ma,c_ma,c_ma,blocked
339,0,1.19756,1.0,s_ma,c_ma,c_ms,blocked
340,0,1.6056306,0.0,s_ma,c_ma,c_ms,blocked
341,0,0.786541,0.0,s_ma,c_ma,c_ma,blocked
342,0,1.8240607,1.0,s_ms,c_ms,c_ma,blocked
343,0,0.38685644,1.0,s_ms,c_ms,c_ms,blocked
344,0,0.8762866,0.0,s_ms,c_ms,c_ma,blocked
345,0,0.47933188,1.0,s_ms,c_ms,c_ms,blocked
346,0,0.95130205,0.0,s_ms,c_ms,c_ms,blocked
347,0,1.3641903,0.0,s_ma,c_ms,c_ms,blocked
348,0,0.2958008,1.0,s_ma,c_ms,c_ma,blocked
349,0,1.0875535,0.0,s_ma,c_ms,c_ma,blocked
350,0,0.62613714,1.0,s_ma,c_ms,c_ms,blocked
351,0,0.8401831,1.0,s_ma,c_ms,c_ma,blocked
352,0,0.23960322,1.0,s_ms,c_ma,c_ma,blocked
353,0,1.0428293,1.0,s_ms,c_ma,c_ms,blocked
354,0,1.4890239,1.0,s_ms,c_ma,c_ms,blocked
355,0,0.38465306,1.0,s_ms,c_ma,c_ma,blocked
356,0,1.3910693,1.0,s_ms,c_ma,c_ma,blocked
357,0,0.81886065,1.0,s_ma,c_ma,c_ms,blocked
358,0,0.7319614,1.0,s_ma,c_ma,c_ma,blocked
359,0,1.5116079,0.0,s_ma,c_ma,c_ms,blocked
360,0,0.7567223,1.0,s_ma,c_ma,c_ms,blocked
361,0,0.22064802,0.0,s_ms,c_ms,c_ms,blocked
362,0,0.58084804,0.0,s_ms,c_ms,c_ma,blocked
363,0,0.9444596,0.0,s_ms,c_ms,c_ms,blocked
364,0,0.12260185,1.0,s_ms,c_ms,c_ma,blocked
365,0,1.292561,1.0,s_ms,c_ms,c_ma,blocked
366,0,0.22768928,0.0,s_ma,c_ms,c_ma,blocked
367,0,1.6066008,0.0,s_ma,c_ms,c_ms,blocked
368,0,0.85424,0.0,s_ma,c_ms,c_ms,blocked
369,0,0.93084496,1.0,s_ma,c_ms,c_ma,blocked
370,0,1.3403199,0.0,s_ma,c_ms,c_ms,blocked
371,0,0.8609607,1.0,s_ms,c_ma,c_ms,blocked
372,0,0.80620223,1.0,s_ms,c_ma,c_ma,blocked
373,0,1.0225779,0.0,s_ms,c_ma,c_ma,blocked
374,0,1.8408196,0.0,s_ms,c_ma,c_ms,blocked
375,0,1.5326575,0.0,s_ms,c_ma,c_ms,blocked
376,0,0.7430866,0.0,s_ma,c_ma,c_ma,blocked
377,0,1.6161768,0.0,s_ma,c_ma,c_ms,blocked
378,0,0.8050143,0.0,s_ma,c_ma,c_ma,blocked
379,0,0.88515204,1.0,s_ma,c_ma,c_ms,blocked
380,0,1.0661328,0.0,s_ma,c_ma,c_ms,interleaved
381,0,0.9927037,1.0,s_ma,c_ma,c_ma,interleaved
382,0,1.4866564,1.0,s_ma,c_ma,c_ms,interleaved
383,0,1.3216398,0.0,s_ma,c_ma,c_ms,interleaved
384,0,0.6987052,1.0,s_ms,c_ma,c_ms,interleaved
385,0,1.2722489,1.0,s_ms,c_ma,c_ma,interleaved
386,0,0.9430393,0.0,s_ms,c_ma,c_ma,interleaved
387,0,2.0964813,0.0,s_ms,c_ma,c_ms,interleaved
388,0,1.4505595,1.0,s_ms,c_ma,c_ma,interleaved
389,0,1.7599788,0.0,s_ma,c_ms,c_ma,interleaved
390,0,1.5043839,0.0,s_ma,c_ms,c_ms,interleaved
391,0,0.67971015,0.0,s_ma,c_ms,c_ms,interleaved
392,0,0.9177215,0.0,s_ma,c_ms,c_ma,interleaved
393,0,0.10059681,1.0,s_ma,c_ms,c_ma,interleaved
394,0,1.8421887,0.0,s_ms,c_ms,c_ms,interleaved
395,0,0.3881706,0.0,s_ms,c_ms,c_ma,interleaved
396,0,0.7142831,0.0,s_ms,c_ms,c_ms,interleaved
397,0,0.676013,0.0,s_ms,c_ms,c_ma,interleaved
398,0,0.8966812,0.0,s_ms,c_ms,c_ms,interleaved
399,0,0.5500518,0.0,s_ma,c_ma,c_ms,interleaved
400,0,1.1094918,1.0,s_ma,c_ma,c_ms,interleaved
401,0,0.7455315,0.0,s_ma,c_ma,c_ma,interleaved
402,0,1.6618202,1.0,s_ma,c_ma,c_ma,interleaved
403,0,1.170146,0.0,s_ms,c_ma,c_ma,interleaved
404,0,1.134499,1.0,s_ms,c_ma,c_ms,interleaved
405,0,1.6592304,1.0,s_ms,c_ma,c_ms,interleaved
406,0,0.7432824,0.0,s_ms,c_ma,c_ma,interleaved
407,0,1.7653594,0.0,s_ms,c_ma,c_ms,interleaved
408,0,1.1348526,0.0,s_ma,c_ms,c_ms,interleaved
409,0,0.2545301,0.0,s_ma,c_ms,c_ma,interleaved
410,0,0.4642099,0.0,s_ma,c_ms,c_ma,interleaved
411,0,2.1125278,0.0,s_ma,c_ms,c_ms,interleaved
412,0,0.84103405,0.0,s_ma,c_ms,c_ms,interleaved
413,0,0.8101752,0.0,s_ms,c_ms,c_ma,interleaved
414,0,1.4510345,0.0,s_ms,c_ms,c_ms,interleaved
415,0,1.4990499,1.0,s_ms,c_ms,c_ma,interleaved
416,0,2.4731927,1.0,s_ms,c_ms,c_ms,interleaved
417,0,0.7034801,0.0,s_ms,c_ms,c_ma,interleaved
418,0,1.3805597,0.0,s_ma,c_ma,c_ma,interleaved
419,0,0.78481,0.0,s_ma,c_ma,c_ms,interleaved
420,0,0.27550748,0.0,s_ma,c_ma,c_ms,interleaved
421,0,0.8046176,0.0,s_ma,c_ma,c_ms,interleaved
422,0,1.1827916,1.0,s_ms,c_ma,c_ms,interleaved
